id,posting,category,reasoning
46117995,"Quantitative Trading Co-Founder | US https://0dte.tech/
Seeking US-based co-founder with _strong_ FOSS credentials to establish and operate quantitative trading firm. Prior  Trading experience desired.
email me: lakshmipathi [dot] g [at] gmail [dot] com",other,"This job posting is for a ""Quantitative Trading Co-Founder"" position, which is primarily a business and entrepreneurial role focused on establishing and operating a quantitative trading firm. While FOSS (Free and Open Source Software) credentials are desired, the position is not a technical software development hire. It does not fit into the backend, frontend, fullstack, data, ml_ai, devops_sre, mobile, or security categories, as the primary role is co-founder/business leadership rather than a specific technical development function. Therefore, it falls into the ""other"" category, which encompasses management and roles that don't fit the specific technical categories."
46120780,"Phoebe | Software Engineer | NYC (Chinatown/LES) | ONSITE
Phoebe is building the coordination layer for in-home care — one of the largest and fastest-growing labor markets in the US. Think Sim City and 24/7 logistics. We are growing crazy fast.
*Stack:* Python, TypeScript, Go/Rust, LLMs. Generalist role — you'll touch infra, product, and integrations.
*Team:* Second-time founders. I (Justin, CEO) sold my last company (YC S19) to Airtable. Backed great investors like Slow.
*Why join:* This is the ideal role if you want to start your own company in a few years. You'll learn the vertical AI playbook end-to-end: domain immersion, LLM-driven automation, and modern B2B GTM.
New grads welcome
Apply: https://jobs.ashbyhq.com/phoebe-work/74ada9e6-89e4-45b0-a54e-d51d1dd87e6f/application",fullstack,"This is a generalist Software Engineer role at Phoebe that explicitly states the engineer will ""touch infra, product, and integrations"" across a full-stack tech setup (Python, TypeScript, Go/Rust, LLMs). While the posting mentions infrastructure, the primary classification is fullstack because it's described as a generalist role spanning both frontend (TypeScript) and backend (Python, Go/Rust) development, rather than being specialized in any single area like pure DevOps/infrastructure, frontend-only, or backend-only work."
46281457,"Hi, I'm Aileen over on the Talent side at SF Compute.  We're a small, ~30 person team based in SF building the first real-time compute trading platform, aiming to revolutionize how startups and labs access GPU compute for training and serving large models.
We're looking for several Engineering roles for our teams, more specifically folks with the following experience able to work in-office in SF:
-  Rust software development
-  Linux systems engineering
-  High Performance Computing (HPC)
-  HPC storage and networking technologies
-  Experience working with clusters with 1000+ GPUs
-  General experience and interest in scaling startups!
If interested, please apply here:  https://jobs.ashbyhq.com/sfcompute
Contact:  hiring@sfcompute.com",devops_sre,"The job posting emphasizes infrastructure and systems-level engineering roles including Linux systems engineering, High Performance Computing (HPC), HPC storage and networking, and managing large-scale GPU clusters (1000+ GPUs). While Rust development is mentioned, it's in the context of systems-level work rather than traditional backend API development. The primary focus is on infrastructure, platform engineering, and systems architecture rather than application development, making this a DevOps/SRE/infrastructure engineering role [46281457]."
46134504,"Return | REMOTE | Software engineer backend (Go/Golang) | Full-time
Return (https://return.energy) is hiring a software engineer who will work on platforms that accelerate the transition to carbon-free energy. Return’s main activity is building and operating industrial-size Battery Energy Storage Systems. Our operations are located in the Netherlands, Germany, Belgium, and Spain. You will be making a measurable (country-level) impact on the transition to renewable energy. Return recently raised €300M to support its growth.
While we employ over 100 people, Return’s technical team is still small (13 people). Our platform automates processes in energy storage, monitoring, market optimization, sales, project management, procurement, construction, and customer service.
During the first three years of operation, we laid the foundation for our platforms, and we are ready to scale up. This is why we are looking for an experienced software engineer.
Your primary focus will be to further develop our battery virtualization platform that enables our customers to use slices of battery capacity distributed across our fleet of industrial-scale batteries.
Our tech stack/toolset is straightforward: Go, Python, Ruby, PostgreSQL, TigerData, dbt, Dagster, Grafana, Terraform, self-hosted + cloud compute. We tend to keep meetings to a minimum in order to provide at least five hours of uninterrupted coding time per day. We practice code reviews and apply automated and manual testing. Our web apps and platforms are often deployed multiple times per day.
Return has offices in Amsterdam, Berlin, Brussels, Hamburg, Munich, Madrid, and Stuttgart. We are very much open to working remotely as long as you live in the EU. Our hiring process is swift but thorough: a brief call to get acquainted and discuss financials, followed by one or more technical interviews, and a paid visit to Amsterdam to meet the team.
The tech team members have co-founded several companies and/or have experience with remote development teams since 2008. They will personally help you through most of the recruiting process (there is no recruiter involved).
Apply here: https://jobs.polymer.co/return/37860",backend,"The job posting explicitly states ""Software engineer backend (Go/Golang)"" in the title. The primary focus is developing and scaling the battery virtualization platform using Go as the main language. The tech stack (Go, Python, PostgreSQL, Terraform) and the described work (platform development, API services, system scaling) are characteristic of backend development. While data tools are mentioned, they are secondary to the core backend platform development responsibilities."
46108992,"ElectricSQL | https://electric-sql.com | Founders Associate | FT | US based, SF Bay Area preferred (working with remote team) | $140-160k + equity
Electric is a devtools startup. We solve reactive, real-time sync across client and server [1]. We have a large developer community, millions of downloads a week, high profile customers and top-tier investors. Our software is built into platforms like Firebase, Prisma and TanStack. Our cloud product is growing 7% week on week.
This is a generalist, operational role. Working directly with the founders and founding team [2] to handle company operations as we grow into and through the Series stages.
It would be ideal if you're based in the San Francisco Bay Area. If not, you need to be able to travel there every month or so. You also need to travel to Europe for team on-sites a few times a year.
More information and application details here:
https://electric-sql.com/about/jobs/founders-associate
[1] https://electric-sql.com/blog/2025/07/29/local-first-sync-with-tanstack-db
[2] https://electric-sql.com/about/team",other,"This is a Founders Associate role focused on operational and company management functions, not a technical engineering position. The posting explicitly describes it as ""a generalist, operational role"" involving company operations and work directly with founders and founding team. This does not fit the technical categories (backend, frontend, fullstack, data, ml_ai, devops_sre, mobile, or security) and therefore correctly belongs in the ""other"" category for management and operational roles [46108992]."
46148645,"Kyra Health | Python/Typescript | Remote (USA) | Full Time
We believe there is a significant opportunity to improve healthcare quality and cost for employers, employees, and insurance companies; regulatory changes and LLMs mean it is time to build. We think we can provide a better experience for less money, and have multiple positive impacts on society. We have the idea, the funding, and the skills and knowledge to make it happen. We're looking for a few more strong engineers to help us build it.
Responsibilities
- Research, plan, scope, and design solutions to difficult problems while navigating laws, regulations, and standards in money movement and healthcare.
- Produce elegant and simple code that is architected and written for the long haul.
- Speed up overall development efforts.
- Help build a development environment and operational tooling that will be the envy of companies many times our size.
Must Haves
- Strong Python or TypeScript skills, or a strong background in another dynamic language.
- A burning desire to get things out the door and in the hands of users.
- Strong communication skills.
Reach out to me at n@kyra.health, or kick the process off at https://enghiring.kyra.health",backend,"The primary role is Backend development. The job posting requires ""Strong Python or TypeScript skills"" with Python listed first, and the core responsibilities focus on writing production code and building server-side systems. While the posting mentions operational tooling, the emphasis is on general backend engineering work rather than DevOps/infrastructure specialization. The posting does not indicate frontend, mobile, ML/AI, or other specialized domain focus."
46193883,"ML6 | Machine Learning Engineer, Data Engineer | Python, TensorFlow, PyTorch, GCP, AWS, Azure | Full-time | Amsterdam, Berlin, Munich, Eindhoven, Ghent (EU) On-site/hybrid
We are a Machine Learning consulting company that builds end-to-end Machine Learning solutions. By applying the latest AI research, we keep our clients at the forefront of innovation.
If you are interested check out: https://www.ml6.eu/knowledge-hub/blog and https://www.ml6.eu/customers/cases
Work on innovative projects for the biggest clients across Europe such as Randstad, ASML, FUNKE, and many more! Whether it’s about leveraging LLMs to improve customer support, building data lakes on cloud platforms to improve storage or implementing models using sensor data for quality control. You can find it all at ML6.
You will mostly work with Python and a range of ML frameworks such as TensorFlow, PyTorch, or HuggingFace Transformers to solve hard Machine Learning tasks and help bring these application into production by building data pipelines and cloud infrastructure on all of the major cloud providers (GCP, AWS, Azure).
Open roles include:
• Senior/medior AI Engineer
• Senior AI Project Manager
• Chief Product Owner
and many more!
Apply now at the https://jobs.ml6.eu/",ml_ai,"The job posting is from ML6, a Machine Learning consulting company, and the primary roles emphasized are ""Machine Learning Engineer"" and ""AI Engineer."" The posting focuses heavily on applying AI research, building Machine Learning solutions using frameworks like TensorFlow and PyTorch, leveraging LLMs, and implementing ML models. While data engineering and cloud infrastructure are mentioned as supporting technologies, the core emphasis is on Machine Learning and AI tasks, making this a clear ml_ai category position [46193883]."
46109780,"eventfirst | Senior Full-Stack Engineer | Berlin, Germany | REMOTE (CET) | Full-time
We are applying AI to organize corporate events.
We are looking for a senior engineer with at least ten years of full stack experience, a strong focus on product and UX, and optionally some experience building LLM based products. Currently we are focussed on building tooling that enables us to capture domain knowledge from experts to streamline prompt creation and evaluation.
Our tech stack is Typescript, React, Next.js and Tailwind. On the backend we use Drizzle with Neon, deployed and monitored via Vercel.
We have pre-seed funding from a major US VC and are experienced founders. You’ll be working alongside the founders (ex-Apple, ex-Airbnb, ex-Tulip, ex-Tourlane) and will have a chance to shape the company, product and of course the engineering culture.
Apply here: https://taskwise.jobs.personio.com/job/1646275",fullstack,"The job posting explicitly titles the position as ""Senior Full-Stack Engineer"" and requires proficiency in both frontend technologies (React, Next.js, Typescript, Tailwind) and backend technologies (Drizzle ORM, Neon database, Vercel). While the company applies AI to corporate events and optionally seeks LLM experience, the primary role being hired is a full-stack engineer, not an ML/AI specialist. The full-stack nature of the position is the most prominent classification factor."
46114823,"ArcPrime | http://arcprime.com/ | Remote | Full Time | Full Stack Developer
ArcPrime just closed a seed round to build the best-in-class AI tools for Intellectual Property attorneys.
We have a world-class team of 6 engineers (CEO is an attorney + engineer) uniquely positioned to win the entire market. We thrive on execution speed, know our customer and domain to the most intimate detail, and are relentless.
We empower our people to do their best work and grow to their fullest potential. We value impact above all else. We offer highly competitive salaries and top-of-market equity. We plan on hiring fewer than 10 engineers for the lifetime of the company. If this sounds exciting to you, please apply!
Stack: React, Typescript, TailwindCSS, and Google Cloud
Email me with your resume to apply: jon @ domain
Full job description: https://docs.google.com/document/d/1R3JZYV8yVMjgspVDDYHwkTZkQHIfImrF91tW0Q9FPLw/edit?tab=t.0#heading=h.pq8drkkjirbf",fullstack,"The job posting explicitly states the position is ""Full Stack Developer"" as the primary role. The tech stack includes both frontend technologies (React, Typescript, TailwindCSS) and backend/cloud infrastructure (Google Cloud), confirming this is a full-stack development role requiring both frontend and backend capabilities."
46480920,"Amperos Health (https://www.amperoshealth.com/) | NYC | Full-time | Engineers & PMs
Amperos Health is building AI agents to automate healthcare revenue cycle workflows so clinics get paid faster and staff can focus on patients. We’re a fast-growing startup with real customers and production AI systems in the wild.
We’re hiring across:
- Software Engineers (Full-stack, Infra, Integrations)
- AI / Research Engineers
- Product Managers (Agents, Integrations)
- Design Engineer & AI Deployment roles
We’re looking for people who enjoy high ownership, shipping quickly, and applying AI to real-world problems.
Our full postings are available here: https://jobs.ashbyhq.com/amperos
Email me at adam@amperoshealth.com if you're interested!",fullstack,"The job posting's first and most prominent role listed is ""Software Engineers (Full-stack, Infra, Integrations)."" While the company does focus on AI agents, the primary hiring category explicitly mentions full-stack engineers as one of the software engineer specializations they're seeking. Following the instruction to classify by the FIRST or most prominent role mentioned, and given that ""Full-stack"" is explicitly listed as one of their primary software engineer categories, this posting should be classified as fullstack development."
46120386,"Moyai | Amsterdam, The Netherlands | FULL-TIME | ONSITE | Founding Product Engineer | 60k-80k + Equity
About the company:
• Technical founding team with relevant industry experience
• Backed by well-known European VCs (SpeedInvest + Galion.exe)
• Cloud native & freedom to shape our tech stack (TypeScript + Python)
Ideal candidate:
• Previous experience at start-up building tech at scale
• Thinks in terms of product functionality and customer demands not just features
• Familiar with API first practices and frameworks
• Bonus points if you are an ex-founder or have been first hire before
Moyai is an AI-powered agent monitoring tool for AI engineers looking to catch agent failures in production. Reach out to the founder directly: https://www.linkedin.com/in/rhommes/ or visit our website https://moyai.ai
*No agencies or recruiters, and we are unable to provide visa sponsorship",fullstack,"This is a ""Founding Product Engineer"" role at a startup using TypeScript (frontend) and Python (backend), indicating full-stack capabilities are required. The job emphasizes owning product features end-to-end, API-first practices, and product thinking rather than specializing in a single domain (frontend, backend, ML, DevOps, etc.). The startup context further suggests the engineer would need to handle both client and server-side development."
46208851,"px dynamics GmbH | Senior System Engineer, Full Stack | Full-time | Berlin/Cologne/Hybrid | https://www.pxdynamics.com/
Background: px dynamics was founded by me less than half a year ago, I have 15 years experience in short term power trading in European markets, esp. algo trading. I do some consulting to bootstrap the company with and build customer relations. Simultaenously, we're starting to build a product business. For that we have strengthened the team with a Senior ML Engineer (ex google) and a Head of Data with prior experience in setting up data pipelines in this domain. The products we build are in a broad sense trading signals, e.g. to help traders of renewable or flexible assets trade their positions better.
Role: So given that it is pretty early days, we're of course looking for a broader skillset to lead the development especially of the cloud and backend infrastructure (hetzner), but eventually also frontend applications. Techstack so far is obviously minimal (linux, python, bash, postgres/timescale), so there is plenty of room to also shape this. What we as a team value is simplicity, really clean code/architectures, excellent documentations and quality over speed. So we're not trying to glue together the next venture to scam a bunch of VCs, but to really build something excellent.
if that resonates with you, please reach out to me directly via the email address you'll find  on our website.",backend,"While the job title mentions ""Full Stack,"" the role description explicitly emphasizes leading ""cloud and backend infrastructure"" as the primary responsibility, with frontend applications described as eventual/secondary work. The focus is on infrastructure setup (Hetzner cloud), backend architecture, and tech stack decisions, making this fundamentally a backend/infrastructure-focused position despite the ""Full Stack"" title."
46616072,"Coveo | Senior Fullstack Developer | Canada | Full-time | Hybrid/Remote
At Coveo, we build AI-powered systems that bring hyper-personalization to every enterprise experience — whether it's e-commerce, customer service, or internal workplace tools. Our platform unifies relevance across the stack, helping users find what they need, when they need it.
We're looking for a Senior Fullstack Developer to help us scale these experiences. You'll design and build high-scale systems behind search, recommendations, product discovery, and Generative AI — crafting clean APIs and responsive UIs that deliver fast, personalized experiences to millions of users.
Stack: Java, REST APIs, distributed systems, React, TypeScript, responsive web apps, AWS, Kubernetes
You'd be a great fit if you have:
- 5+ years of software development experience
- A strong track record in high-scale backend development
- Experience with cloud infrastructure
- Solid front-end skills
- Strong communication skills and a collaborative mindset
We offer competitive salaries, top-tier equipment, great offices, and a team that genuinely values your input.
Interview Process: phone screen, interview with hiring manager, tech test, offer
Apply here: https://grnh.se/dxy6bbtr2us",fullstack,"The job posting explicitly titles the role as ""Senior Fullstack Developer"" and requires both strong backend development skills (high-scale systems, APIs, distributed systems, AWS, Kubernetes) and solid front-end skills (React, TypeScript, responsive web apps). Both frontend and backend competencies are equally emphasized as primary responsibilities, making this a fullstack position rather than a backend or frontend-specific role."
46470836,"Featurebase | Full-stack Product Engineer | REMOTE (EU) | Full-time
Featurebase is a modern customer support & product feedback platform powering thousands of teams, including Lovable, Raycast, and n8n. Fully bootstrapped, profitable, and growing fast.
We’re building a full customer-facing suite where teams can handle their customer support, feedback prioritization, and product updates - all in one place.
We’re looking for a full-stack product engineer to own and ship core product features end-to-end, with a direct impact on Featurebase’s future.
Stack: NextJS + Typescript for the frontend, Node.js for the backend, MongoDB, Redis.
If you like small teams, autonomy, and shipping meaningful product work, we’d love to have you on board!
Apply here (we read every submission): https://go.featurebase.app/careers",fullstack,"The job posting is for a ""Full-stack Product Engineer"" at Featurebase. The role explicitly requires end-to-end product feature development using both frontend (NextJS + Typescript) and backend (Node.js) technologies, clearly indicating a full-stack development position rather than a specialized frontend or backend role."
46513757,"Tiger Data (FKA Timescale) [ Global | 100% Remote | Multiple Roles: Eng, Product, Support + more ]
We began in 2017 as TimescaleDB, focused on making PostgreSQL the best database for time-series data. As our customers evolved, so did we.
Today, more than 2,000 companies use our technology to power real-time analytics, agentic applications, and high-ingest operational systems. What started as a time-series database has become the fastest PostgreSQL for modern workloads. To reflect that evolution, we’re now TigerData—a name that speaks to our speed, precision, and ambition. The tiger has long been part of our culture: fast, focused, powerful. From “Tiger Time” all-hands to welcoming new hires as “tiger cubs,” it’s how we build—decisively, fearlessly, and with purpose.
This is not a reinvention: it’s a reflection of how we already serve our customers today.
TigerData is growing! Check us out: https://www.tigerdata.com/careers
Software Engineering Manager - Database - https://www.tigerdata.com/careers/08ddff61-b67a-42c5-a799-2e1f49c72ddc
Senior Test Tooling Engineer - https://www.tigerdata.com/careers/f50c226d-682e-40e9-8d2e-520471ae6fec
Database Support Engineer - https://www.tigerdata.com/careers/0aca17c7-7222-4f75-9c8e-599e1471c746
Customer Delivery Engineer - https://www.tigerdata.com/careers/3d060bc0-1abf-446b-881e-f43416be227e
Senior/Staff Product Manager, AI - https://www.tigerdata.com/careers/542068ed-6f51-4994-9f58-0c5c77af287d",backend,"The job posting lists multiple roles, and according to the task instructions, classification should be based on the FIRST or most prominent role mentioned. The first role listed is ""Software Engineering Manager - Database,"" which is clearly a backend/database engineering position focused on database systems development [https://www.tigerdata.com/careers]. While the posting includes other roles (Test Tooling Engineer, Support Engineer, Delivery Engineer, Product Manager), the primary and first-mentioned role is database-focused backend engineering, making this a backend classification."
46121843,"Langdock (YC S23) | Product Engineers (Full-stack), Infrastructure Engineers, AI Associates | Berlin, Germany ONSITE | https://langdock.com
–
We're Langdock, and we've built the LLM platform that 2,000+ companies trust to power AI features for 100,000+ users. After hitting $10M+ ARR with >10x year-over-year growth, we're expanding our Berlin team to shape the next chapter of conversational AI.
–
Product Engineer (Full-stack) | Total Compensation (incl. Bonus) €80K – €156K | Equity
Build product features from conception to deployment, collaborating closely with our CPO and working across the entire tech stack to deliver AI-powered features that drive enterprise adoption.
Stack: NextJS, React, Prisma, Postgres, Redis
-
Infrastructure Engineer | Total Compensation (incl. Bonus) €80K – €156K | Equity
Contribute to our deployment infrastructure and lead integrations with customer cloud environments. You’ll work hands-on with the latest cloud and container technologies, ensuring our platform runs reliably and securely for some of Europe’s top enterprises
Stack: Terraform, Azure, AWS, GCP, OpenShift
-
AI Associate | Total Compensation (incl. Bonus) €80K – €100K | Equity
Three-month rotational program with a pathway to high-impact commercial roles. You’ll join a cohort of technical, customer-facing talent who build deep product expertise and commercial acumen from day one.
-
Check out our jobs page here: https://jobs.ashbyhq.com/langdock",fullstack,"The job posting lists three roles, with ""Product Engineer (Full-stack)"" mentioned first and most prominently. This role explicitly involves full-stack development, working across the entire tech stack (NextJS, React, Prisma, Postgres, Redis) to build product features from conception to deployment. Following the instruction to classify by the FIRST or most prominent role mentioned, this posting is classified as fullstack development [46121843]."
46496799,"Longshot Systems - London (Hybrid) - No sponsorship available.
At Longshot Systems we're building advanced platforms for sports betting analytics and trading.
We are hiring a number of positions
Senior Software Engineer - https://apply.workable.com/longshot-systems-ltd/j/8003502359/
Senior DevOps Engineer - https://apply.workable.com/longshot-systems-ltd/j/5E2FA84977/
Senior Machine Learning Engineer - https://apply.workable.com/longshot-systems-ltd/j/AC5D2EC5B4/
Senior Machine Learning Researcher: https://apply.workable.com/longshot-systems-ltd/j/7A58A7782C
Graduate Machine Learning Researcher: https://apply.workable.com/longshot-systems-ltd/j/CDC0152ADC/
Please get in touch if you would like to find out more.",backend,"The job posting lists multiple positions, and according to the classification instructions, we must classify by the FIRST or most prominent role mentioned. The first role listed is ""Senior Software Engineer."" Upon examination of the actual job posting, this Senior Software Engineer (Platform) role primarily focuses on developing and owning the company's trading platform, including handling integrations with bookmakers and exchanges, normalizing and combining global odds data, optimizing platform parts for latency and correctness, and maintaining a historical data repository [https://apply.workable.com/longshot-systems-ltd/j/8003502359/]. The role emphasizes architecting and implementing solutions with key platform systems built in Golang with message buses and databases at the core of the architecture [https://apply.workable.com/longshot-systems-ltd/j/8003502359/], which are characteristic of backend/platform development responsibilities."
46503295,"Shorebird | Mid-Senior C++/Runtime OR Dart/Cloud Engineers | REMOTE (North America) | Full-time | $150-230k + equity + benefits | https://shorebird.dev
Flutter/Shorebird founder here. Flutter is used by millions of devs (and nearly ⅓ of free apps submitted to AppStore), but is missing services for businesses. We offer Flutter-related SAAS used by 1000s businesses globally, on track to profitability early 2026.
As part of our over-the-air updates “code push” product, we’ve built a custom compiler and runtime for the Dart language, primarily written by me (founder/CEO). We need a fulltime engineer to take over primary responsibility for all of our C++ code (Dart & Flutter forks, custom runtime, compiler, etc.) and evolve it further than I could alone.  You don’t need to be a compiler/runtime expert. You do need to be capable of working on large open source projects, be comfortable with C++, want to work at a startup, work well independently (we’re remote) and want to learn and work on lots of different areas of code.  If you’ve contributed at least a little to WebKit, Godot, Firefox, or any other open source project and are at least compiler/runtime curious, you will likely find this role extremely rewarding.
For our second role: we serve 10s of millions of devices daily from our cloud, (2k+ RPS sustained), built mostly in Dart on Google Cloud + CloudFlare.  We’re in the process of launching a CI product and have a lot of cloud development work ahead of us.  You need some cloud experience, want to work at a startup, and be willing to work in Dart (what our customers use).
We’re a small, senior team, making something people want. Tech: GCP, Cloudflare, React, Dart, C++, Rust.  Shorebird operates almost entirely in the public over Discord. https://discord.gg/shorebird
https://shorebird.dev/jobs",backend,"The primary role listed is the Mid-Senior C++/Runtime Engineer position, which focuses on developing and maintaining a custom compiler and runtime for the Dart language. This is backend infrastructure and compiler development work, which falls under backend engineering. While the posting also mentions a secondary Dart/Cloud Engineer role focused on cloud infrastructure, the C++/Runtime role is listed first and is more prominent in the job description, making backend the appropriate classification."
46469686,"Microsoft Research is hiring Senior MLE's in Cambridge, MA (ONSITE).
Responsibilities include the training of generative models and anything that contributes to the betterment of their capabilities -- profiling / optimizing their throughput, scaling training runs, tuning of hyperparameters / data mixes, etc. If it makes the model better, it's fair game!
Depending on the project, you will likely be involved in some combination of AR model training, diffusion model training, midtraining, post-training, multimodal training, etc.
As you can likely surmise, we're looking for folks who are flexible and comfortable wearing many hats. If this sounds like you and you're interested in working in a research environment, consider applying!
https://apply.careers.microsoft.com/careers/job/1970393556641497?domain=microsoft.com&hl=en",ml_ai,"The posting explicitly hires for ""Senior MLE's"" (Senior Machine Learning Engineers) at Microsoft Research. The primary responsibilities focus on training and optimizing generative models, including AR models, diffusion models, and multimodal training. All key responsibilities (model training, optimization, hyperparameter tuning, profiling throughput) fall squarely within machine learning and AI engineering work, making this clearly an ml_ai classification."
46528277,"Farmgirl Flowers | https://farmgirlflowers.com
 | Remote (US or EU timezones) | Senior Software Engineer
I’m the Director of Engineering at Farmgirl Flowers, an online flower shop with a loyal customer base. We're looking for a product-minded engineer who can own projects end-to-end and keep things simple, safe, and maintainable.
We're a small team of three, so communication is fast and your impact will be immediately visible. We value pragmatism over ""perfect"" - shipping useful solutions matters more than polishing forever.
Stack: Rails 8, MySQL, Heroku, AWS, a little React -> moving toward Hotwire.
Email me at ignacy [at] farmgirlflowers.com to know more!",fullstack,"The job posting explicitly requires both backend technologies (Rails 8, MySQL, Heroku, AWS) and frontend technologies (React, Hotwire). The phrase ""own projects end-to-end"" and small team context indicate a full-stack engineer is needed who can work across the entire application, from server-side to UI development."
46110016,"Spacelift | Remote (Europe) | Full-time | Senior Software Engineer | $80k-$110k+ (can go higher)
We're a VC-funded startup (recently raised $51M Series C) building an infrastructure orchestrator and collaborative management platform for Infrastructure-as-Code – from OpenTofu, Terraform, Terragrunt, CloudFormation, Pulumi, Kubernetes, to Ansible.
On the backend we're using 100% Go with AWS primitives. We're looking for backend developers who like doing DevOps'y stuff sometimes (because in a way it's the spirit of our company), or have experience with the cloud native ecosystem. Ideally you'd have experience working with an IaC tool, i.e. Terraform, Pulumi, Ansible, CloudFormation, Kubernetes, or SaltStack.
Overall we have a deeply technical product, trying to build something customers love to use, and have a lot of happy and satisfied customers. We promise interesting work, the ability to open source parts of the project which don't give us a business advantage, as well as healthy working hours.
If that sounds like fun to you, please apply at https://careers.spacelift.io/jobs/3006934-software-engineer-remote-europe-mid-and-senior
You can find out more about the product we're building at https://spacelift.io and also see our engineering blog for a few technical blog posts of ours: https://spacelift.io/blog/engineering
Additionally, we're hiring for a new product we're building, Flows. Mostly the same requirements and tech stack, without the devops bits. You can see a demo of Flows and apply for it here: https://careers.spacelift.io/jobs/6438380-product-software-engineer-flows-remote-europe",backend,"The posting explicitly states ""We're looking for backend developers"" and specifies ""On the backend we're using 100% Go with AWS primitives."" While DevOps experience is mentioned as a secondary skill that candidates may have (""backend developers who like doing DevOps'y stuff sometimes""), the PRIMARY role is backend software engineering. The position requires Go backend development with cloud-native infrastructure tools, making it fundamentally a backend development role rather than DevOps/SRE."
46109712,"40GRID - Full-time Remote | Technical Program Manager
Our mission is to empower field-service companies to grow by modernizing and automating their business operations. Every company we work with has unrealized potentials — our task is to build the platform that empowers growth and helps them unlock opportunities.
Email: jobs [at] 40grid.com (no recruiters or agencies, please put HN in subject line, thanks).",other,"The position is explicitly titled ""Technical Program Manager"" - a management role. While it is technical in nature, it is not a primary technical development role (not backend, frontend, fullstack, data, ML/AI, DevOps, mobile, or security engineering). Technical Program Managers focus on program management, coordination, and leadership rather than hands-on engineering development, which places this in the ""other"" category that encompasses management roles."
46113549,"Vantage | Senior/Staff Software Engineers | NYC and Remote | Full Time
Vantage is an a16z-backed FinOps / Cloud Cost Management platform that helps 15,000+ organizations globally like Block, Vercel, Temporal, Rippling, FanDuel, CircleCI, etc manage their infrastructure costs. We are a ruby/rails shop and if you love infrastructure, it's a very interesting role as our customers are others like you looking to manage their infra spend.
We also have a lot of exciting projects right now for AI/Agent workflows - basically an agent that can auto-remediate cost related issues on behalf of our customers. We're a well funded Series A company and [backed by a16z, Scale venture partners and founders of Cloudflare, DigitalOcean and Segment]. The company is between 50-75 people today and scaling up quickly.
We're headquartered in NYC but US-remote friendly (sorry, we can't handle international at this time).
Website: https://vantage.sh/ Learn More: https://www.vantage.sh/careers",backend,"This is a Senior/Staff Software Engineer role at a FinOps platform using Ruby/Rails (a backend framework). The primary focus is on server-side development for infrastructure cost management. While the posting mentions AI/Agent workflow projects, these are described as additional exciting initiatives rather than the primary role. The core hiring need is for backend engineers working on a Rails-based system managing infrastructure and cost optimization [46113549]."
46553199,"HMCTS / Ministry of Justice | UK (Remote, UK-only) | CONTRACT (Inside IR35 £Day rate) | Security: Willing to undergo clearance | Principal Engineer
We’re evolving the architecture of a mission-critical justice platform and looking for a hands-on Principal Engineer.
We are looking for a track record of reducing complexity and an appreciation for databases as foundational pillars of correct applications.
We value engineering judgement over specific frameworks—if you’re a great engineer who can ramp up quickly we want to talk.
Apply: https://careers.publicsectorresourcing.co.uk/en_GB/careersmarketplace/ShareJob?jobId=6687",backend,"The job posting is for a Principal Engineer role focused on evolving the architecture of a mission-critical justice platform with emphasis on databases as foundational elements and reducing system complexity. While it's a senior-level architectural role, the primary focus is on backend/server-side platform architecture and database design rather than frontend, mobile, ML/AI, DevOps infrastructure, or other specializations. The role explicitly values ""engineering judgement"" for building correct applications with strong database foundations, which is characteristic of backend development leadership."
46192544,"Sparley Ventures Ltd iGaming start up hiring a REMOTE full stack developer.
We're an ambitious iGaming startup looking for an exceptional Full Stack Engineer with 5+ years of hands-on development experience in the iGaming industry, to lead our technical vision and drive innovation as we scale.
daniel@sparleyventures.com",fullstack,"The job posting explicitly identifies the primary role as a ""full stack developer"" and ""Full Stack Engineer"" for an iGaming startup. The posting makes clear this is a full-stack position requiring hands-on development experience in both frontend and backend technologies, which directly corresponds to the fullstack category."
46466619,"Kyber | Low-level Developers | Paris area (hybrid) and Remote in Europe | Full-time | kyber.media
Kyber is an open-source SDK and platform to control remote machines, from Remote Desktop to Robots Teleoperation/Teleobservation.
Kyber is a multi-stream and multi-actuator transport in extremely-low latency, over Quic; it encloses the server, the client and the protocol.
One could use Kyber to control robots, drones, desktop, servers in the cloud or just remote rendering of interactive 3D programs. Kyber is done for Remote RealTime, where every millisecond matters.
Kyber is developed by engineers from the VLC and FFmpeg community, and we code in Rust, in C and in assembly.  
We have some development in Go too.
We're a quite technical team, but cool to work with.
Contact: jobs -- at -- kyber.media (subject: “HN job”)",backend,"This is a low-level systems and backend development role. The posting explicitly seeks ""Low-level Developers"" to work on Kyber, an open-source SDK and platform for remote machine control. The primary work involves building server-side infrastructure, protocols (QUIC-based transport), and client-server communication systems in Rust, C, and assembly. While the platform enables control of robots and remote desktops, the actual development work is backend/systems-level infrastructure development, not frontend, mobile, data, ML, or DevOps work. The team composition (VLC/FFmpeg engineers) and technology focus confirm this is primarily systems and infrastructure backend development."
