monthly_downloads,package,days_since_release,research
150257952,networkx,44,{'days_since_release': 'The latest release for networkx (version 3.6.1) was on 2025-12-08 [d4fcbe]. Today is 2026-01-21. Days since release: (31 - 8) in Dec + 21 in Jan = 23 + 21 = 44.'}
101535683,orjson,46,"{'days_since_release': ""The last release of 'orjson' was version 3.11.5 on December 6, 2025, as found in search snippets from PyPI. Today's date is January 21, 2026. The number of days between December 6, 2025, and January 21, 2026, is 46 days (25 days in December and 21 days in January). Note: Document ID 245f3d failed to load, but the search snippet from pypi.org/project/orjson/ provided the exact release date.""}"
250405215,greenlet,48,"{'days_since_release': ""The latest release for 'greenlet' is version 3.3.0, which was released on Dec 4, 2025 [60af6e]. Calculating from Dec 4, 2025, to the current date of Jan 21, 2026: there are 27 days remaining in December (31-4) and 21 days in January, totaling 48 days.""}"
242047559,rpds-py,52,"{'days_since_release': ""The last release of `rpds-py` (v0.30.0) was on November 30, 2025, according to its PyPI page (https://pypi.org/project/rpds-py/) and version history on deps.dev (https://deps.dev/pypi/rpds-py/0.2.9/versions). Given today's date of January 21, 2026, the number of days since release is 52 (31 days in December + 21 days in January).""}"
207843496,beautifulsoup4,52,"{'days_since_release': 'The latest release of beautifulsoup4 (version 4.14.3) was on November 30, 2025 [6572a4]. From November 30, 2025, to January 21, 2026, there are 52 days (31 days in December + 21 days in January).'}"
150311411,hatchling,55,"{'days_since_release': ""The last release of 'hatchling' was version 1.28.0 on November 27, 2025 [b227ee]. Calculated from November 27, 2025, to the current date of January 21, 2026, the duration is 55 days (3 days in November + 31 days in December + 21 days in January).""}"
105690143,secretstorage,59,"{'days_since_release': ""The last release of 'secretstorage' (version 3.5.0) on PyPI was on November 23, 2025, according to the PyPI project page and GitHub changelog. Given today's date of January 21, 2026, the number of days is calculated as 7 days in November + 31 days in December + 21 days in January = 59 days.""}"
187275197,exceptiongroup,61,"{'days_since_release': 'The latest version of the exceptiongroup package is 1.3.1, released on November 21, 2025 [157c94]. As the current date is January 21, 2026, the number of days since release is 61 (9 days in November + 31 days in December + 21 days in January).'}"
76101784,opensearch-py,62,"{'days_since_release': ""Today is 2026-01-21. The latest release of 'opensearch-py' (version 3.1.0) was on November 20, 2025 [29ca33]. From Nov 20 to Nov 30 is 10 days. December has 31 days. January has 21 days. Total: 10 + 31 + 21 = 62 days.""}"
58944991,slack-sdk,62,"{'days_since_release': ""The package slack-sdk version 3.39.0 was released on November 20, 2025, according to PyPI and GitHub release notes. Today's date is January 21, 2026. The number of days between 2025-11-20 and 2026-01-21 is 62 days (10 days in Nov + 31 in Dec + 21 in Jan). Sources: https://pypi.org/project/slack-sdk/, https://github.com/slackapi/python-slack-sdk/releases.""}"
118687073,redis,63,"{'days_since_release': ""The latest version of the 'redis' package on PyPI is 7.1.0, released on November 19, 2025, according to its release history (https://pypi.org/project/redis/#history). Given today's date is January 21, 2026, the number of days since the last release is calculated as: 11 days remaining in November + 31 days in December + 21 days in January = 63 days.""}"
88261671,cfgv,63,"{'days_since_release': ""Today is 2026-01-21. The latest release of the 'cfgv' package on PyPI is version 3.5.0, which was released on November 19, 2025 [b5a254]. The number of days between 2025-11-19 and 2026-01-21 is 63 days (November: 11, December: 31, January: 21. Total: 63).""}"
73220759,asgiref,63,"{'days_since_release': 'The latest release for asgiref (version 3.11.0) was on November 19, 2025 [414858]. From November 19, 2025, to the current date of January 21, 2026, is 63 days (11 days remaining in November + 31 days in December + 21 days in January).'}"
117870346,google-resumable-media,65,"{'days_since_release': ""The package 'google-resumable-media' was last released on November 17, 2025 [797c5e]. Given today's date is January 21, 2026, the number of days since release is 65 (13 days remaining in Nov + 31 days in Dec + 21 days in Jan).""}"
115573260,keyring,66,"{'days_since_release': ""The last release of 'keyring' was version 25.7.0 on November 16, 2025 [6e4081]. From November 16, 2025, to the current date of January 21, 2026, is 66 days (14 days in November + 31 days in December + 21 days in January).""}"
98538671,ruamel-yaml-clib,66,"{'days_since_release': 'The latest release of ruamel.yaml.clib (version 0.2.15) occurred on November 16, 2025 [bb98b9]. Calculated from the current date of 2026-01-21, the duration is 66 days (14 days in November + 31 days in December + 21 days in January).'}"
78235705,asttokens,67,"{'days_since_release': ""The package 'asttokens' last released version 3.0.1 on November 15, 2025, according to PyPI [b8166d]. Given the current date of January 21, 2026, the number of days since release is 67 (15 days in November, 31 days in December, and 21 days in January).""}"
68386930,cachecontrol,68,"{'days_since_release': 'The latest release of CacheControl (version 0.14.4) was on November 14, 2025 [78b52c]. From November 14, 2025, to January 21, 2026, there are 68 days (16 remaining days in November + 31 days in December + 21 days in January).'}"
69734088,torch,70,"{'days_since_release': ""The last release of 'torch' on PyPI was version 2.9.1, released on November 12, 2025 [6ac591]. From November 12, 2025, to the current date of January 21, 2026, the number of days is 70 (18 days in November, 31 in December, and 21 in January).""}"
67248419,execnet,70,"{'days_since_release': ""The latest release of the 'execnet' package is version 2.1.2, which was released on 2025-11-12 according to the release history on PyPI [7dfa1c]. Calculating the days from 2025-11-12 to the current date of 2026-01-21: 18 days remaining in November + 31 days in December + 21 days in January = 70 days.""}"
122264782,annotated-doc,72,"{'days_since_release': ""The last release date for 'annotated-doc' was November 10, 2025 [5bd4b3]. Today's date is January 21, 2026. The number of days from Nov 10, 2025, to Jan 21, 2026, is 72 days (20 days in Nov + 31 days in Dec + 21 days in Jan).""}"
110119767,pydantic-settings,72,"{'days_since_release': 'The pydantic-settings package on PyPI shows the latest version 2.12.0 was released on November 10, 2025 (https://pypi.org/project/pydantic-settings/). From November 10, 2025 to January 21, 2026 is 72 days (20 days in November, 31 in December, and 21 in January).'}"
100383434,pytest-asyncio,72,"{'days_since_release': ""The PyPI release history and GitHub release notes for 'pytest-asyncio' show that version 1.3.0 was released on Nov 10, 2025 (https://pypi.org/project/pytest-asyncio/ and https://github.com/pytest-dev/pytest-asyncio/releases). Today's date is 2026-01-21. The number of days from Nov 10, 2025 to Jan 21, 2026 is calculated as: 20 days in Nov, 31 days in Dec, and 21 days in Jan, totaling 72 days.""}"
108465081,jiter,73,"{'days_since_release': ""The latest release of 'jiter' (version 0.12.0) was on November 9, 2025, as found on its PyPI project page [81f2bc]. From November 9, 2025, to the current date of January 21, 2026, it has been 73 days (21 days in Nov, 31 in Dec, and 21 in Jan).""}"
55560247,smart-open,74,"{'days_since_release': ""The latest release for 'smart-open' on PyPI is version 7.5.0, which was released on November 8, 2025 (https://pypi.org/project/smart-open/). Given today's date of January 21, 2026, the number of days elapsed is 74 (22 days in Nov + 31 days in Dec + 21 days in Jan).""}"
147266860,azure-identity,75,"{'days_since_release': ""The latest release of 'azure-identity' on PyPI (version 1.26.0b1) was on 2025-11-07 [fd1acb]. The current date is 2026-01-21. The number of days between these two dates is calculated as follows: November (23 days) + December (31) + January (21) = 75 days.""}"
263135250,googleapis-common-protos,76,"{'days_since_release': ""The latest version of the 'googleapis-common-protos' package on PyPI is 1.72.0, released on November 6, 2025, as seen in its release history (https://pypi.org/project/googleapis-common-protos/#history). Given today's date is January 21, 2026, the number of days since the last release is calculated as: 24 days remaining in November + 31 days in December + 21 days in January = 76 days.""}"
256837910,wrapt,76,"{'days_since_release': ""The latest release of 'wrapt' is version 2.0.1, which was released on November 6, 2025, according to PyPI. As of today's date (January 21, 2026), there are 24 remaining days in November, 31 in December, and 21 in January, totaling 76 days.""}"
69055217,aioitertools,76,"{'days_since_release': ""The package 'aioitertools' was last released on November 6, 2025 [cbc833]. Given today's date is January 21, 2026, the number of days since release is 76 (24 days remaining in Nov + 31 days in Dec + 21 days in Jan).""}"
120722905,cloudpickle,79,"{'days_since_release': ""The latest release of cloudpickle (version 3.1.2) was on November 3, 2025 [888515]. Given today's date of January 21, 2026, the number of days since release is 79 (27 days in November + 31 days in December + 21 days in January).""}"
71494942,markdown,79,"{'days_since_release': ""The 'Markdown' package last released version 3.10 on November 3, 2025 [56186e]. From November 3, 2025, to January 21, 2026, there are 27 days remaining in November, 31 days in December, and 21 days in January, totaling 79 days.""}"
57322851,lz4,79,"{'days_since_release': ""The last release of 'lz4' on PyPI was version 4.4.5, released on November 3, 2025 (https://pypi.org/project/lz4/). Given today's date of January 21, 2026, the number of days since release is 79 (27 days in November + 31 days in December + 21 days in January).""}"
98807038,rapidfuzz,81,"{'days_since_release': ""The latest version of RapidFuzz (3.14.3) was released on 2025-11-01 according to PyPI search results and third-party package mirrors. Given today's date is 2026-01-21, the number of days is 81. Calculation: (30 days in Nov) + (31 days in Dec) + (20 days in Jan) = 81.""}"
124573393,deprecated,83,"{'days_since_release': ""The 'Deprecated' package last release (version 1.3.1) was on October 30, 2025 [091f1d]. Given today's date of 2026-01-21, the number of days elapsed is calculated as: 1 day in Oct, 30 days in Nov, 31 days in Dec, and 21 days in Jan (1+30+31+21 = 83 days).""}"
128720148,google-cloud-core,84,"{'days_since_release': ""The last release of 'google-cloud-core' on PyPI was on October 29, 2025 [8c7029]. Given today's date is January 21, 2026, the number of days since release is 84 (2 days in Oct + 30 in Nov + 31 in Dec + 21 in Jan).""}"
273122629,python-dotenv,87,"{'days_since_release': ""The last release for the 'python-dotenv' package (version 1.2.1) occurred on October 26, 2025 [d6cbc2]. Given today's date of January 21, 2026, the number of days since the release is calculated as: 5 days remaining in October + 30 (Nov) + 31 (Dec) + 21 (Jan) = 87 days.""}"
85343974,hf-xet,89,"{'days_since_release': 'The latest version of hf-xet (1.2.0) was released on October 24, 2025 [e4edfb]. Calculating the days from October 24, 2025, to January 21, 2026: October (7 days), November (30 days), December (31 days), and January (21 days) totals 89 days.'}"
79835080,matplotlib-inline,90,"{'days_since_release': 'The last release of matplotlib-inline (version 0.2.1) was on October 23, 2025 [6a008b]. Calculating from that date to the current date of January 21, 2026: 8 days remaining in October, 30 days in November, 31 days in December, and 21 days in January, totaling 90 days.'}"
85415096,typedload,92,"{'days_since_release': ""The last release of typedload was on Oct 21, 2025 (Google snippet). Today's date is 2026-01-21. Calculating the difference: October 2025 (10 days) + November (30) + December (31) + January 2026 (21) = 92 days.""}"
74238903,sentry-sdk,93,"{'days_since_release': 'Today is 2026-01-21. The latest release for sentry-sdk on PyPI is version 3.0.0a7, released on Oct 20, 2025 [a4bd11]. From Oct 20, 2025 to Jan 21, 2026 is 93 days (11 days in Oct + 30 in Nov + 31 in Dec + 21 in Jan).'}"
57338045,google-cloud-memcache,93,"{'days_since_release': ""The last release of 'google-cloud-memcache' was on October 20, 2025, as found in search snippets from PyPI. Today's date is January 21, 2026. The number of days between October 20, 2025, and January 21, 2026, is 93 days (11 days in October + 30 days in November + 31 days in December + 21 days in January). Note: Document ID fbd8a4 failed to load, but the search snippet from pypi.org/project/google-cloud-memcache/ provided the release date.""}"
56124359,requests-file,93,"{'days_since_release': ""The package 'requests-file' last release (version 3.0.1) was on October 20, 2025, as found on PyPI [bc51a6]. From October 20, 2025, to the current date of January 21, 2026, is 93 days (11 in Oct + 30 in Nov + 31 in Dec + 21 in Jan).""}"
108455515,setuptools-scm,94,"{'days_since_release': ""The last release for setuptools-scm (version 9.2.2) was on 2025-10-19 [2365c3]. As of today's date, 2026-01-21, the number of days since that release is 94 (12 days in Oct + 30 in Nov + 31 in Dec + 21 in Jan).""}"
79657108,argcomplete,94,"{'days_since_release': ""According to the PyPI project page for 'argcomplete', the latest version (3.6.3) was released on Oct 19, 2025 (https://pypi.org/project/argcomplete/). Given today's date of January 21, 2026, the number of days since the last release is calculated as follows: 12 days in October (31-19), 30 days in November, 31 days in December, and 21 days in January, totaling 94 days.""}"
69447471,uvloop,97,"{'days_since_release': ""The latest release for 'uvloop' (version 0.22.1) was on October 16, 2025 [9b1887]. Today's date is January 21, 2026. October (15 remaining) + November (30) + December (31) + January (21) = 97 days.""}"
63053985,google-cloud-dataform,97,"{'days_since_release': ""The last release of `google-cloud-dataform` on PyPI is version 0.7.0. Search results indicate it was released on Oct 16, 2025. Today's date is 2026-01-21. The difference between Oct 16, 2025 and Jan 21, 2026 is 97 days (Oct: 15 days, Nov: 30 days, Dec: 31 days, Jan: 21 days). Some sources mention Oct 17, 2025, but the PyPI snippet explicitly says 'Oct 16'. Using Oct 16 for the calculation.""}"
57080190,jupyter-core,97,"{'days_since_release': ""The package 'jupyter-core' was last released on October 16, 2025 [50d5b5]. Given the current date of January 21, 2026, the number of days since this release is 97 days (15 days in Oct 2025 + 30 Nov + 31 Dec + 21 in Jan 2026).""}"
78323134,grpc-google-iam-v1,98,"{'days_since_release': ""The last release of 'grpc-google-iam-v1' on PyPI was version 0.14.3, released on October 15, 2025 [2833a1]. Given today's date is January 21, 2026, the number of days since release is 98 (16 days in Oct + 30 in Nov + 31 in Dec + 21 in Jan).""}"
73515930,watchfiles,99,"{'days_since_release': ""The latest release for 'watchfiles' on PyPI is version 1.1.1, which was released on October 14, 2025 (https://pypi.org/project/watchfiles/). Given today's date of January 21, 2026, the number of days elapsed is 99 (17 days in Oct + 30 days in Nov + 31 days in Dec + 21 days in Jan).""}"
236116015,referencing,100,"{'days_since_release': 'The package referencing was last released on October 13, 2025 [4339c4]. From October 13, 2025, to January 21, 2026, is 100 days (18 days in October + 30 in November + 31 in December + 21 in January).'}"
67410339,isort,102,"{'days_since_release': ""The latest release of 'isort' is version 7.0.0, which was released on October 11, 2025, according to PyPI and Open Source Insights (deps.dev). As of today's date (January 21, 2026), there are 20 remaining days in October, 30 in November, 31 in December, and 21 in January, totaling 102 days.""}"
167413208,psycopg2-binary,103,"{'days_since_release': ""The latest release for psycopg2-binary on PyPI is version 2.9.11, released on October 10, 2025 (https://pypi.org/project/psycopg2-binary/). Given today's date is January 21, 2026, the number of days elapsed is 103 days (21 days remaining in Oct + 30 in Nov + 31 in Dec + 21 in Jan).""}"
63329669,httptools,103,"{'days_since_release': ""The latest release of 'httptools' (version 0.7.1) was on October 10, 2025, according to PyPI records [2ec23b]. Calculating the days from October 10, 2025, to January 21, 2026: 21 days in October, 30 in November, 31 in December, and 21 in January equals 103 days.""}"
59155811,httpx-sse,103,"{'days_since_release': ""According to the PyPI project page, the latest version of httpx-sse (0.4.3) was released on Oct 10, 2025. Given today's date of Jan 21, 2026, the number of days since release is 103 (21 days in Oct + 30 in Nov + 31 in Dec + 21 in Jan). Source: https://pypi.org/project/httpx-sse/""}"
264868044,rich,104,"{'days_since_release': ""The package 'rich' had its last release (version 14.2.0) on October 9, 2025, as stated on PyPI (https://pypi.org/project/rich/). From October 9, 2025, to the current date of January 21, 2026, is 104 days (22 days in October + 30 in November + 31 in December + 21 in January).""}"
85263111,aiofiles,104,"{'days_since_release': ""The last release for 'aiofiles' was version 25.1.0 on October 9, 2025 [1189ea]. Calculating the days from October 9, 2025, to the current date of January 21, 2026: 22 days in October + 30 in November + 31 in December + 21 in January = 104 days.""}"
244331505,propcache,105,"{'days_since_release': ""The latest version of the 'propcache' package on PyPI is 0.4.1, which was released on October 8, 2025, according to the PyPI project page (https://pypi.org/project/propcache/). Given today's date of January 21, 2026, the number of days since release is 105 (23 days in October, 30 in November, 31 in December, and 21 in January).""}"
155461309,msgpack,105,"{'days_since_release': ""The latest release for 'msgpack' (version 1.1.2) was on October 8, 2025, according to its PyPI release history [c4ca86]. Calculating from October 8, 2025, to the current date of January 21, 2026: 23 days in October + 30 days in November + 31 days in December + 21 days in January equals 105 days.""}"
181267054,websocket-client,106,"{'days_since_release': ""The last release of the websocket-client package (version 1.9.0) was on October 7, 2025, according to PyPI (https://pypi.org/project/websocket-client/). Given today's date is January 21, 2026, the number of days elapsed is calculated as 24 days in October + 30 days in November + 31 days in December + 21 days in January = 106 days.""}"
56989726,cattrs,106,"{'days_since_release': ""The package 'cattrs' last release (version 25.3.0) was on October 7, 2025, as found on PyPI [6952dd]. From October 7, 2025, to the current date of January 21, 2026, is 106 days (24 in Oct + 30 in Nov + 31 in Dec + 21 in Jan).""}"
271529094,yarl,107,"{'days_since_release': ""The package 'yarl' last release on PyPI was version 1.22.0, which was released on October 6, 2025 [660b69, 88740c]. Today's date is January 21, 2026. The number of days between 2025-10-06 and 2026-01-21 is 107 days (25 days in October + 30 in November + 31 in December + 21 in January). Note: Although a changelog for 1.23.0 exists dated 2025-12-16, official documentation and PyPI history state that version 1.23.0 was never published to PyPI due to build issues [88740c].""}"
270770987,multidict,107,"{'days_since_release': ""The latest release of the 'multidict' package is version 6.7.0, which was released on October 6, 2025 [33e26d]. Given today's date is January 21, 2026, the number of days since the release is 107 days (25 days in October + 30 in November + 31 in December + 21 in January).""}"
254155264,frozenlist,107,"{'days_since_release': ""The latest release of 'frozenlist' (version 1.8.0) was on October 6, 2025, according to its PyPI history [409959]. From October 6, 2025, to January 21, 2026, it has been 107 days (25 days in Oct, 30 in Nov, 31 in Dec, and 21 in Jan).""}"
73767662,tiktoken,107,"{'days_since_release': ""The latest version of tiktoken on PyPI is 0.12.0, released on Oct 6, 2025 according to the project's PyPI page (https://pypi.org/project/tiktoken/). With today's date being Jan 21, 2026, the number of days since release is 107 (25 days in Oct + 30 in Nov + 31 in Dec + 21 in Jan).""}"
69242741,python-json-logger,107,"{'days_since_release': ""The package 'python-json-logger' had its last release (version 4.0.0) on October 6, 2025, according to the PyPI release history [c53b2b]. Given today's date of January 21, 2026, the number of days elapsed is 107 (25 days in October + 30 in November + 31 in December + 21 in January). Note: Some search snippets indicated October 5, 2025, but the document query confirmed October 6, 2025.""}"
311233499,typing-inspection,112,"{'days_since_release': 'The latest version of typing-inspection (0.4.2) was released on October 1, 2025, as found on PyPI [b9f42d]. Calculating the difference between the current date (January 21, 2026) and the release date (October 1, 2025): 30 days in October, 30 in November, 31 in December, and 21 in January equals 112 days.'}"
136120586,bcrypt,118,"{'days_since_release': ""The package 'bcrypt' was last released on September 25, 2025 (version 5.0.0), according to its PyPI page (https://pypi.org/project/bcrypt/). Given today's date of January 21, 2026, the number of days since release is 118 (5 days in September + 31 in October + 30 in November + 31 in December + 21 in January).""}"
64330832,shapely,119,"{'days_since_release': ""The last release of 'shapely' was version 2.1.2, published on September 24, 2025, according to the PyPI project page (https://pypi.org/project/shapely/). Given today's date of January 21, 2026, the number of days elapsed is calculated as follows: Sep (30-24=6), Oct (31), Nov (30), Dec (31), Jan (21). Total = 6 + 31 + 30 + 31 + 21 = 119 days.""}"
210282106,lxml,121,"{'days_since_release': ""The latest version of lxml (6.0.2) was released on PyPI on September 22, 2025 [a07176]. Given today's date of 2026-01-21, the number of days since release is calculated as follows: 8 days in September + 31 days in October + 30 days in November + 31 days in December + 21 days in January, totaling 121 days.""}"
139078919,wcwidth,121,"{'days_since_release': ""The latest release of 'wcwidth' (version 0.2.14) was on September 22, 2025, as found on PyPI [c45b30]. Given today's date of January 21, 2026, the number of days since the release is 121 (8 days in Sept + 31 in Oct + 30 in Nov + 31 in Dec + 21 in Jan).""}"
191979475,pyopenssl,126,"{'days_since_release': 'The latest release of pyOpenSSL (version 25.3.0) was on September 17, 2025, as recorded on PyPI [d08615]. Calculating the days from September 17, 2025, to January 21, 2026: 13 days in September, 31 in October, 30 in November, 31 in December, and 21 in January, totaling 126 days.'}"
90156375,xmltodict,126,"{'days_since_release': 'The latest release of xmltodict (version 1.0.2) was on September 17, 2025, according to PyPI (https://pypi.org/project/xmltodict/). Given the current date of January 21, 2026, the number of days elapsed is 126 days (13 days in Sep + 31 in Oct + 30 in Nov + 31 in Dec + 21 in Jan).'}"
56452816,pytest-mock,127,"{'days_since_release': 'The latest release of pytest-mock is version 3.15.1, released on September 16, 2025 (https://pypi.org/project/pytest-mock/). From September 16, 2025, to the current date of January 21, 2026, the number of days is 127 (14 days in September, 31 in October, 30 in November, 31 in December, and 21 in January).'}"
300390271,httpx,128,"{'days_since_release': ""The most recent release of 'httpx' on PyPI is version 1.0.0.dev3, published on September 15, 2025. Although version 0.28.1 was mentioned as a recent stable release [d5b739], the pre-release 1.0.0.dev3 is the most recent entry on the PyPI history page. From September 15, 2025, to January 21, 2026, is 128 days (15 in Sep + 31 in Oct + 30 in Nov + 31 in Dec + 21 in Jan).""}"
99471879,zstandard,129,"{'days_since_release': ""The package 'zstandard' was last released on PyPI as version 0.25.0 on September 14, 2025. Based on today's date of January 21, 2026, the number of days since release is 129 days (16 days in September + 31 in October + 30 in November + 31 in December + 21 in January). Sources: PyPI project page snippet showing version 0.25.0 released Sep 14, 2025; python-zstandard documentation release history.""}"
98328384,pytest-cov,134,"{'days_since_release': ""The package 'pytest-cov' had its last release (version 7.0.0) on September 9, 2025, according to PyPI [08fd6a]. Given today's date of January 21, 2026, the number of days since release is 134.""}"
96493403,pyzmq,135,"{'days_since_release': ""The latest release of 'pyzmq' on PyPI is version 27.1.0, which was released on September 8, 2025, as seen on the PyPI project page (https://pypi.org/project/pyzmq/). Given today's date of January 21, 2026, the number of days since this release is 135 days (22 days in Sep + 31 in Oct + 30 in Nov + 31 in Dec + 21 in Jan).""}"
231736650,jsonschema-specifications,136,"{'days_since_release': ""The package 'jsonschema-specifications' was last released on September 7, 2025, according to PyPI (https://pypi.org/project/jsonschema-specifications/). Given today's date is January 21, 2026, the number of days since release is 136 (23 days in Sep + 31 in Oct + 30 in Nov + 31 in Dec + 21 in Jan).""}"
134616818,dnspython,136,"{'days_since_release': ""The latest release for 'dnspython' (version 2.8.0) was on September 7, 2025 [09bea1]. From September 7, 2025, to the current date of January 21, 2026, the count is: September (23 days), October (31), November (30), December (31), and January (21), totaling 136 days.""}"
170618188,more-itertools,141,"{'days_since_release': ""According to the PyPI project page, the latest version of more-itertools (10.8.0) was released on Sep 2, 2025. Given today's date of Jan 21, 2026, the number of days since release is 141 (28 days in Sep + 31 in Oct + 30 in Nov + 31 in Dec + 21 in Jan). Source: https://pypi.org/project/more-itertools/""}"
79736073,executing,142,"{'days_since_release': ""The latest version of the 'executing' package (2.2.1) was released on September 1, 2025 (as seen in search snippets from PyPI). From September 1, 2025, to January 21, 2026: September (29 days), October (31 days), November (30 days), December (31 days), and January (21 days) totals 142 days. Note: The snippet also mentioned a version 2.2.0 released on Jan 22, 2025, but 2.2.1 on Sep 1, 2025, is more recent.""}"
114342320,prompt-toolkit,147,"{'days_since_release': 'The last release of prompt-toolkit (version 3.0.52) occurred on Aug 27, 2025 [7fc423]. As of today, Jan 21, 2026, the number of days since this release is 147 days (4 days in August, 30 in September, 31 in October, 30 in November, 31 in December, and 21 in January).'}"
84406413,email-validator,148,"{'days_since_release': ""The latest release of 'email-validator' (version 2.3.0) was on August 26, 2025 [2e814f]. Calculating from August 26, 2025, to January 21, 2026: 5 days in August, 30 in September, 31 in October, 30 in November, 31 in December, and 21 in January equals 148 days.""}"
71921754,pymysql,150,"{'days_since_release': ""The latest release of 'PyMySQL' on PyPI is version 1.1.2, released on August 24, 2025 (https://pypi.org/project/PyMySQL/). Calculated from today's date, January 21, 2026, there are 150 days since release (7 days in Aug + 30 in Sep + 31 in Oct + 30 in Nov + 31 in Dec + 21 in Jan).""}"
82709046,parso,151,"{'days_since_release': ""The latest release of 'parso' was version 0.8.5 on 2025-08-23 [3d2acc]. Given today's date of 2026-01-21, the number of days is 151 (Aug: 8, Sep: 30, Oct: 31, Nov: 30, Dec: 31, Jan: 21).""}"
58179894,h2,151,"{'days_since_release': ""The last release for the 'h2' package (version 4.3.0) occurred on August 23, 2025 [a5dfa0]. Given today's date of January 21, 2026, the number of days since the release is calculated as: 8 days remaining in August + 30 (Sep) + 31 (Oct) + 30 (Nov) + 31 (Dec) + 21 (Jan) = 151 days.""}"
179379213,flask,155,"{'days_since_release': ""The package 'flask' had its last release (version 3.1.2) on August 19, 2025 [009d80]. Calculating the days from August 19, 2025, to January 21, 2026: August (12 days), September (30), October (31), November (30), December (31), and January (21) equals 155 days.""}"
101004175,fastjsonschema,160,"{'days_since_release': ""The latest release of 'fastjsonschema' was on August 14, 2025, according to its PyPI project page. Given today's date is January 21, 2026, the number of days elapsed is 160 (17 days in August + 30 in September + 31 in October + 30 in November + 31 in December + 21 in January). Source: https://pypi.org/project/fastjsonschema/""}"
249569071,markdown-it-py,163,"{'days_since_release': ""The latest release of 'markdown-it-py' on PyPI (version 4.0.0) was on 2025-08-11 [3f2cc4]. The current date is 2026-01-21. The number of days between these two dates is calculated as follows: August (20 days) + September (30) + October (31) + November (30) + December (31) + January (21) = 163 days.""}"
108923591,kiwisolver,164,"{'days_since_release': 'The last release of kiwisolver was version 1.4.9, published on August 10, 2025 [ab4a08]. Given the current date of January 21, 2026, the number of days elapsed is 164 (21 days in August, 30 in September, 31 in October, 30 in November, 31 in December, and 21 in January).'}"
118464785,paramiko,170,"{'days_since_release': ""The latest release of the 'paramiko' package is version 4.0.0, which was released on August 4, 2025 [db0e96]. Given today's date of January 21, 2026, the number of days since this release is 170 (27 days in August, 30 in September, 31 in October, 30 in November, 31 in December, and 21 in January).""}"
60517961,datadog,174,"{'days_since_release': ""The last release of 'datadog' (version 0.52.1) was on July 31, 2025 [418378]. From July 31, 2025 to January 21, 2026, the count is: August (31), September (30), October (31), November (30), December (31), and January (21), totaling 174 days.""}"
95798084,contourpy,179,"{'days_since_release': ""The latest release of the 'contourpy' package is version 1.3.3, which was released on July 26, 2025 [003d93]. Given today's date of January 21, 2026, the number of days since this release is 179 (5 days in July, 31 in August, 30 in September, 31 in October, 30 in November, 31 in December, and 21 in January).""}"
73206366,docstring-parser,184,"{'days_since_release': ""The last release of docstring-parser (version 0.17.0) was on July 21, 2025 [9dc5cb]. Given today's date is January 21, 2026, the number of days elapsed is 184 days (10 days in July, 31 in August, 30 in September, 31 in October, 30 in November, 31 in December, and 21 in January).""}"
208013282,distlib,188,"{'days_since_release': ""The package 'distlib' last released version 0.4.0 on July 17, 2025, according to PyPI (https://pypi.org/project/distlib/). Calculated from July 17, 2025, to today's date of January 21, 2026: July has 14 days remaining, August (31), September (30), October (31), November (30), December (31), and January (21) = 14 + 31 + 30 + 31 + 30 + 31 + 21 = 188 days.""}"
245741562,aiosignal,202,"{'days_since_release': ""The latest release for 'aiosignal' (version 1.4.0) was on July 3, 2025, according to its PyPI release history [d177b9]. Calculating from July 3, 2025, to the current date of January 21, 2026: 28 days in July + 31 days in August + 30 days in September + 31 days in October + 30 days in November + 31 days in December + 21 days in January equals 202 days. While some monitors show July 4 (possibly due to time zones), the primary PyPI source cited identifies July 3.""}"
68904895,pytest-xdist,204,"{'days_since_release': ""The latest release of pytest-xdist (version 3.8.0) was on July 1, 2025 [819918]. Given today's date of January 21, 2026, the number of days since release is 204 (30 days in July + 31 days in August + 30 days in September + 31 days in October + 30 days in November + 31 days in December + 21 days in January).""}"
66946134,pycodestyle,215,"{'days_since_release': ""The last release of pycodestyle (version 2.14.0) was on 2025-06-20 [3d030c]. Today's date is 2026-01-21. Calculating the difference: June 2025 (10 days) + July (31) + August (31) + September (30) + October (31) + November (30) + December (31) + January 2026 (21) = 215 days.""}"
229363960,oauthlib,216,"{'days_since_release': 'According to the PyPI project page for oauthlib, the latest version 3.3.1 was released on June 19, 2025 (https://pypi.org/project/oauthlib/). From June 19, 2025 to January 21, 2026 is 216 days (11 days in June, 31 in July, 31 in August, 30 in September, 31 in October, 30 in November, 31 in December, and 21 in January).'}"
102907581,uritemplate,233,"{'days_since_release': ""The latest release of the 'uritemplate' package on PyPI was on June 2, 2025 [e3bc3d]. Given the current date of January 21, 2026, the number of days since this release is calculated as follows: June (28 days remaining), July (31), August (31), September (30), October (31), November (30), December (31), and January (21), totaling 233 days.""}"
69867395,durationpy,249,"{'days_since_release': ""The latest version of 'durationpy' was released on May 17, 2025, according to its PyPI project page (https://pypi.org/project/durationpy/). Today's date is January 21, 2026. The number of days between 2025-05-17 and 2026-01-21 is 249 days (14 days in May + 30 Jun + 31 Jul + 31 Aug + 30 Sep + 31 Oct + 30 Nov + 31 Dec + 21 Jan = 249).""}"
